Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
45,No,Travel_Rarely,1005,Research & Development,4,2,Technical Degree,3,Female,30,2,5,Research Scientist,4,Married,18544,9,Yes,18,4,4,31,0,3,11,8,2,10
37,No,Non-Travel,258,Human Resources,8,3,Other,1,Female,68,2,4,Human Resources,3,Divorced,8883,9,No,23,3,3,27,6,1,5,3,4,4
42,No,Travel_Rarely,562,Sales,10,1,Human Resources,3,Male,71,1,2,Sales Representative,4,Divorced,18748,2,No,19,3,4,2,6,1,18,8,10,6
55,No,Travel_Frequently,1390,Research & Development,28,3,Technical Degree,3,Male,34,4,2,Research Scientist,2,Single,6538,0,No,24,4,1,28,5,3,15,5,7,11
48,Yes,Travel_Rarely,737,Sales,22,4,Life Sciences,3,Male,74,4,4,Sales Executive,3,Single,10890,8,No,14,4,3,8,1,1,17,9,5,15
53,No,Non-Travel,1062,Sales,9,4,Life Sciences,2,Female,75,1,5,Sales Representative,3,Married,11165,6,Yes,20,4,1,38,4,3,11,7,0,8
38,No,Non-Travel,339,Human Resources,19,1,Other,2,Male,81,1,2,Manager,1,Married,15084,4,No,25,4,4,1,5,1,19,6,9,2
29,No,Non-Travel,1151,Sales,7,5,Medical,3,Female,86,4,2,Sales Representative,1,Married,11554,8,No,13,3,1,32,2,4,12,10,4,8
43,No,Travel_Frequently,195,Sales,19,4,Life Sciences,1,Male,77,1,4,Manager,4,Married,3478,1,No,21,3,4,37,5,3,16,8,10,15
22,No,Non-Travel,1073,Sales,25,2,Marketing,3,Female,53,2,4,Manager,3,Divorced,18467,9,No,15,3,3,13,1,1,8,7,2,3
20,No,Non-Travel,1240,Sales,21,1,Marketing,2,Male,53,3,4,Manager,2,Single,4638,6,No,17,3,4,17,4,4,17,11,4,4
40,No,Travel_Frequently,561,Sales,21,5,Human Resources,1,Male,94,2,3,Manager,1,Divorced,6748,5,Yes,17,4,1,40,1,3,8,4,3,1
25,No,Non-Travel,642,Sales,24,3,Marketing,2,Male,92,1,4,Sales Executive,3,Married,14803,6,No,11,3,2,40,6,4,8,1,5,5
48,No,Non-Travel,1173,Sales,3,2,Marketing,3,Male,71,2,5,Sales Executive,4,Divorced,19736,0,Yes,19,4,3,10,5,2,12,0,8,10
19,No,Travel_Rarely,738,Research & Development,14,5,Life Sciences,4,Female,65,2,1,Healthcare Representative,1,Divorced,3414,8,No,16,4,1,10,4,3,4,3,1,2
59,No,Non-Travel,687,Research & Development,3,4,Human Resources,1,Female,74,4,4,Laboratory Technician,4,Divorced,2708,6,No,12,3,3,38,2,1,13,4,0,11
27,No,Travel_Frequently,628,Human Resources,7,2,Technical Degree,4,Male,64,3,2,Manager,1,Single,11700,1,No,15,4,3,2,4,4,10,5,0,10
53,Yes,Travel_Frequently,1077,Human Resources,9,1,Other,2,Female,61,2,1,Human Resources,2,Single,13265,5,No,24,3,4,23,5,1,8,6,0,2
44,No,Travel_Frequently,107,Human Resources,13,1,Technical Degree,3,Female,52,3,2,Manager,3,Divorced,3206,6,No,15,3,4,40,0,1,3,3,0,2
40,No,Travel_Rarely,367,Research & Development,5,3,Other,3,Male,90,3,4,Research Director,3,Single,18763,8,No,12,3,2,29,0,4,17,7,10,6
52,No,Non-Travel,109,Research & Development,10,4,Marketing,4,Male,67,3,5,Healthcare Representative,2,Single,14183,0,No,16,3,2,25,1,1,2,2,0,2
29,No,Travel_Rarely,576,Human Resources,1,5,Marketing,4,Male,58,4,3,Human Resources,1,Single,15100,6,No,23,3,3,25,1,2,16,1,0,15
32,No,Travel_Frequently,1490,Research & Development,20,2,Technical Degree,3,Female,61,3,3,Laboratory Technician,3,Married,2281,8,No,19,3,2,11,0,4,12,0,4,3
57,No,Travel_Frequently,718,Research & Development,18,1,Other,2,Female,74,3,5,Healthcare Representative,3,Single,3323,9,No,18,3,1,31,3,1,16,7,7,7
18,No,Non-Travel,1154,Sales,15,5,Technical Degree,3,Male,93,3,2,Manager,2,Single,14436,7,No,25,3,2,37,4,4,13,4,2,8
54,No,Travel_Rarely,471,Research & Development,25,4,Medical,4,Male,56,4,4,Research Scientist,1,Single,14284,4,Yes,14,4,4,12,5,1,15,1,5,12
55,Yes,Travel_Rarely,1466,Human Resources,28,5,Other,2,Male,66,3,5,Manager,1,Married,4997,3,No,19,3,4,24,0,2,14,0,1,8
55,Yes,Travel_Rarely,761,Research & Development,25,2,Other,2,Female,35,4,4,Healthcare Representative,2,Married,8478,6,No,19,3,1,35,5,2,3,0,2,0
30,No,Travel_Frequently,1040,Sales,25,3,Medical,2,Male,85,4,2,Sales Executive,3,Married,2018,3,No,20,3,1,37,2,1,0,1,0,1
52,No,Travel_Frequently,1373,Research & Development,28,3,Medical,3,Male,92,4,4,Research Scientist,2,Single,17078,1,No,14,3,1,25,6,3,13,7,5,9
36,No,Non-Travel,456,Sales,20,1,Marketing,3,Female,49,1,3,Sales Representative,4,Single,2402,0,No,14,4,2,40,1,4,14,1,0,14
43,No,Travel_Rarely,118,Sales,19,4,Human Resources,2,Female,91,1,5,Sales Executive,4,Married,14375,9,No,25,4,3,18,3,3,17,7,3,10
47,No,Travel_Frequently,1140,Human Resources,6,2,Technical Degree,3,Male,65,4,1,Manager,2,Single,3083,9,No,22,3,1,32,0,2,2,0,1,1
35,No,Travel_Frequently,1091,Human Resources,27,3,Marketing,4,Male,53,1,5,Manager,2,Married,1571,1,No,20,3,1,5,2,2,17,3,4,0
29,No,Travel_Frequently,557,Sales,27,5,Life Sciences,3,Male,45,4,5,Sales Executive,2,Divorced,7120,5,Yes,11,4,3,33,5,4,3,0,2,0
35,No,Travel_Frequently,898,Research & Development,23,2,Technical Degree,1,Female,84,1,4,Research Scientist,1,Divorced,5924,3,No,20,3,2,9,5,1,16,12,3,2
38,Yes,Travel_Rarely,911,Sales,20,4,Medical,2,Female,85,3,2,Sales Representative,1,Divorced,2720,2,No,12,3,4,5,1,4,3,1,1,2
34,No,Non-Travel,517,Research & Development,30,4,Medical,1,Male,88,2,5,Laboratory Technician,1,Married,18671,6,Yes,19,3,3,10,4,3,11,6,8,11
47,No,Non-Travel,659,Sales,27,1,Other,1,Male,39,3,3,Sales Representative,2,Divorced,11976,1,Yes,21,4,1,18,5,3,10,9,4,4
36,Yes,Non-Travel,1279,Human Resources,11,1,Technical Degree,1,Female,88,3,4,Human Resources,2,Divorced,13729,3,No,15,3,4,23,4,1,17,4,1,7
24,Yes,Travel_Frequently,188,Human Resources,3,2,Marketing,4,Male,33,2,4,Human Resources,2,Divorced,9453,8,No,16,3,3,13,3,1,7,0,4,4
20,No,Travel_Rarely,632,Human Resources,13,2,Medical,3,Male,70,4,5,Manager,4,Divorced,12854,6,No,13,3,2,32,5,1,1,1,1,0
46,No,Non-Travel,322,Research & Development,2,3,Marketing,1,Female,80,3,4,Healthcare Representative,3,Divorced,6052,1,No,18,3,4,33,6,4,17,2,10,13
35,Yes,Travel_Frequently,1327,Research & Development,23,1,Medical,1,Female,67,1,2,Laboratory Technician,3,Divorced,14095,9,No,22,4,3,25,4,1,1,1,0,1
26,Yes,Travel_Rarely,1388,Sales,7,5,Technical Degree,1,Male,50,2,2,Sales Representative,1,Divorced,3338,2,No,23,4,1,38,1,4,19,11,5,6
51,No,Travel_Frequently,314,Sales,15,4,Other,1,Male,68,2,3,Manager,4,Divorced,4988,1,No,19,4,4,10,5,1,12,4,0,7
54,No,Travel_Frequently,1206,Human Resources,15,2,Other,2,Male,66,2,3,Manager,3,Single,16342,2,Yes,13,3,2,13,5,4,18,16,2,1
36,No,Travel_Rarely,502,Research & Development,10,1,Marketing,4,Male,100,3,3,Research Director,2,Divorced,12241,8,No,14,4,2,19,4,4,9,5,5,5
58,Yes,Travel_Frequently,844,Human Resources,13,3,Technical Degree,1,Male,100,2,1,Manager,1,Married,19428,4,No,17,4,1,8,5,2,8,5,1,1
54,No,Travel_Frequently,684,Sales,18,2,Life Sciences,4,Male,49,3,5,Sales Executive,2,Single,15650,5,No,25,4,3,9,2,2,5,3,1,3
45,No,Travel_Frequently,706,Research & Development,7,2,Life Sciences,3,Male,41,2,5,Research Director,3,Single,7732,1,No,11,3,3,20,1,2,5,1,0,2
29,No,Non-Travel,597,Human Resources,21,2,Marketing,3,Female,54,4,2,Manager,2,Single,12642,4,No,17,4,2,20,0,1,17,14,9,8
31,No,Non-Travel,110,Human Resources,3,5,Human Resources,1,Female,83,4,1,Manager,2,Single,4517,4,No,14,3,1,30,4,3,1,0,1,1
41,No,Travel_Frequently,1197,Human Resources,11,2,Marketing,3,Male,81,1,2,Human Resources,2,Divorced,11377,6,No,11,4,1,11,0,3,5,5,1,0
29,Yes,Travel_Rarely,752,Human Resources,25,5,Technical Degree,2,Female,44,1,2,Manager,3,Single,18767,5,No,13,4,1,19,4,3,15,12,9,14
42,No,Travel_Frequently,918,Sales,28,1,Technical Degree,2,Male,84,4,1,Manager,2,Married,9472,2,No,25,3,2,3,6,4,4,1,4,4
19,Yes,Travel_Rarely,231,Sales,23,3,Other,4,Male,99,3,1,Manager,3,Divorced,8638,1,Yes,22,3,1,35,5,2,16,7,6,12
31,Yes,Travel_Frequently,768,Human Resources,5,4,Other,2,Female,84,2,2,Human Resources,1,Single,9028,7,No,14,3,1,5,4,1,17,2,3,13
18,No,Travel_Rarely,1273,Sales,4,5,Marketing,3,Female,45,1,1,Manager,4,Single,19382,1,No,20,4,4,1,0,4,20,4,1,11
40,Yes,Non-Travel,253,Human Resources,26,1,Marketing,1,Female,60,1,4,Manager,1,Divorced,5672,6,Yes,25,4,3,31,5,2,17,0,0,9
18,Yes,Non-Travel,1458,Research & Development,9,4,Marketing,4,Male,30,1,5,Research Scientist,2,Divorced,12168,5,No,25,4,4,30,0,3,4,2,3,2
